Players,TOI(sec),TOI(min),OZst%,SOO,SOOÎ”,SOT,XGA,XGF%,XGF
"#8 Mike Matheson, #48 Lane Hutson",31486.966666666674,"524:47",0.5209205020920502,23.143935308400295,4.096966329935888,27.24090163833618,0.9208857234566538,0.5663369375455034,1.2026193734370447
"#58 David Savard, #72 Arber Xhekaj",30022.333333333336,"500:22",0.26014319809069214,22.860301093025853,-1.6981358959937047,21.16216519703216,0.8174756213403085,0.46746952580910756,0.7176020145120836
"#8 Mike Matheson, #45 Alexandre Carrier",29521.30000000001,"492:01",0.18729096989966554,26.287591796832046,-2.5359139023292157,23.751677894502855,0.8407862056476335,0.4422530623390549,0.6666827715442202
"#47 Jayden Struble, #48 Lane Hutson",19823.43333333333,"330:23",0.5190839694656488,22.951999641641205,1.5869722170335827,24.538971858674742,0.5981980686024841,0.6463883866899286,1.093482990746498
"#45 Alexandre Carrier, #21 Kaiden Guhle",17966.6,"299:27",0.26536312849162014,25.072181611829432,-1.5880453480476782,23.484136263781743,0.8993224464870909,0.5088790536009388,0.9318404332088298
"#21 Kaiden Guhle, #48 Lane Hutson",15974.866666666669,"266:15",0.36964980544747084,24.132147839675504,0.45202344727332444,24.584171286948852,0.9843458771521992,0.4796872055318367,0.9074889722259453
"#8 Mike Matheson, #21 Kaiden Guhle",14709.333333333336,"245:09",0.20512820512820512,29.324066009543223,-6.969950131324279,22.354115878218987,1.2158194500397472,0.42047876113479177,0.8821527527055891
"#58 David Savard, #48 Lane Hutson",13332.633333333342,"222:13",0.2814070351758794,25.397140926270037,-3.5261159230775627,21.87102500319245,1.150606208221132,0.3601064808002977,0.6475151568149828
"#47 Jayden Struble, #72 Arber Xhekaj",8057.533333333332,"134:18",0.3176470588235294,21.84959814081488,-0.8008663258997022,21.048731814915158,0.6652259681411038,0.47369748925949895,0.5987352605544218
"#58 David Savard, #47 Jayden Struble",7614.466666666664,"126:54",0.21212121212121213,22.160597840139648,-0.9689516827780297,21.191646157361653,0.7876180934890072,0.48119647912537206,0.7305252147159885
"#72 Arber Xhekaj, #48 Lane Hutson",5800.000000000002,"96:40",0.38636363636363635,23.91536815061754,-0.3183370770139445,23.597031073603514,0.90776415938383,0.41330065663965115,0.6394749327626976
"#8 Mike Matheson, #20 Justin Barron",4065.3333333333344,"67:45",0.15873015873015872,27.640625914402055,-4.562124468469004,23.078501445933025,1.1541959130372905,0.43909093458265214,0.9035278504010913
"#58 David Savard, #8 Mike Matheson",3964.333333333335,"66:04",0.11290322580645161,31.338844433523974,-11.18819625963356,20.150648173890392,1.0619307276797127,0.2634596592776148,0.3798514381663434
"#8 Mike Matheson, #47 Jayden Struble",3910.6333333333328,"65:11",0.23076923076923078,25.460088488883148,-3.846972782369869,21.613115706513295,0.7874157644514191,0.6297680435119658,1.3394016284088004
"#20 Justin Barron, #21 Kaiden Guhle",3818.3,"63:38",0.25,23.32552685114096,-1.0257452385780785,22.299781612562892,1.0839702892947352,0.4730815505373497,0.9732176691078686
"#45 Alexandre Carrier, #48 Lane Hutson",3605.2333333333327,"60:05",0.5283018867924528,23.530940926794248,3.4592028151765364,26.990143741970797,0.4294826772845629,0.7254823150192489,1.1350164452935607
"#58 David Savard, #21 Kaiden Guhle",3287.6333333333337,"54:48",0.26666666666666666,25.85457817082384,-6.268047664344866,19.586530506478997,1.1726458209449844,0.25254228896045555,0.39619988580958176
"#24 Logan Mailloux, #48 Lane Hutson",3213.9000000000037,"53:34",0.3181818181818182,26.887455215565662,-3.699663472512528,23.187791743053143,1.4463758733671903,0.44445668996402193,1.1571580856206702
"#8 Mike Matheson, #72 Arber Xhekaj",3207.600000000001,"53:28",0.3181818181818182,24.538600140100787,-2.3287247902967927,22.20987534980396,1.1103594314350176,0.31461285772113695,0.5096876382300949
"#45 Alexandre Carrier, #47 Jayden Struble",3187.2000000000003,"53:07",0.3191489361702128,22.08368634446334,0.5738003706565774,22.657486715119937,0.809601560218017,0.5553678368134175,1.0112328895792668
"#72 Arber Xhekaj, #21 Kaiden Guhle",3149.0333333333324,"52:29",0.14814814814814814,24.32701354203701,-3.3777073876390684,20.949306154397945,1.0466984402346893,0.34374622775044616,0.5482614434193752
"#47 Jayden Struble, #21 Kaiden Guhle",2679.799999999999,"44:40",0.2692307692307692,24.468013007476344,-2.5154904501687945,21.952522557307553,0.7849256681471998,0.5252350298099915,0.8683674714731475
"#45 Alexandre Carrier, #72 Arber Xhekaj",2585.533333333334,"43:06",0.1,23.899008346910673,-1.8062253396577208,22.092783007252955,1.2357612482791716,0.3756642338742574,0.7435603208623384
"#20 Justin Barron, #72 Arber Xhekaj",2034.0666666666662,"33:54",0.3333333333333333,25.727855458871097,-6.445083365162055,19.28277209370904,0.9168025989270782,0.44154192450764473,0.7248651271932656
"#20 Justin Barron, #47 Jayden Struble",1987.600000000002,"33:08",0.375,24.030098795364367,-3.245336174689006,20.78476262067537,1.0848144888555484,0.3730886785696557,0.6455968975275599
"#48 Lane Hutson",1744.633333333333,"29:05",0.20833333333333334,39.12136908131936,2.165233634282815,41.286602715602214,2.141146237098706,0.4944984455810806,2.094540514764958
"#72 Arber Xhekaj, #24 Logan Mailloux",1545.8333333333335,"25:46",0.3181818181818182,21.861309161699218,-3.5114716408614473,18.349837520837784,1.7500681763469688,0.36083761109422663,0.987996839247945
"#8 Mike Matheson",1475.7,"24:36",0.21428571428571427,41.43180073544708,-4.982465602589263,36.44933513285784,1.6352487218697447,0.4904008904188898,1.573643701851162
"#20 Justin Barron, #48 Lane Hutson",1181.5333333333342,"19:42",0.42857142857142855,25.17044939217679,-3.3031634930333515,21.867285899143432,0.5725796158879896,0.3790971399912481,0.349593002031533
"#8 Mike Matheson, #24 Logan Mailloux",1117.0333333333338,"18:37",0.5555555555555556,23.03867995074917,6.416760545136193,29.455440495885362,2.5256591625890716,0.3474092750778094,1.3445447280503635
"#58 David Savard, #45 Alexandre Carrier",872.0999999999998,"14:32",0,22.830458183425822,-0.002029066782686706,22.828429116643118,0.4535334746699011,0.6296854988400246,0.7711916528885663
"#47 Jayden Struble, #24 Logan Mailloux",625.9333333333341,"10:26",0.46153846153846156,25.2566931900321,-6.223166172847608,19.033527017184493,1.0729471063055858,0.5285567140104598,1.202930264720101
"#21 Kaiden Guhle",311.8000000000003,"5:12",0,47.31956434320611,-7.377734860305842,39.94182948290028,0.6662830280294161,0.8195716103145456,3.026500736160716
