Player,Position,Team,ES IND XGFP20,ES ACT2XPF,SOO,SOOdiff,SOT%,ES ISF (P20 WOI),ES ISAg (P20 WOI),ES ISF% (WOI),ES P2SAg (P20 WOI),ES XGFP20 (WOI),ES XGAP20 (WOI),ES OPREB (P20 WOI),ES OddMRAg (P20),ES OZSTART %,XGF %,ES CORSIFOR%
"Jacob Trouba","D","Anaheim",0.12880264373647513,-0.12880264373647513,23.356261906780123,-3.4350133201993605,0.14764009318186516,0.4847853702548264,2.2623317278558566,0.17647058823529413,3.7166878386203357,0.40113306048886627,0.8591370510995406,2.423926851274132,0.9695707405096528,0.23232323232323232,0.31829133834118317,0.4260869565217391
"Radko Gudas","D","Anaheim",0.02260561714639314,-0.02260561714639314,22.573438494259047,-3.4201239222661672,0.08282806567144273,1.1989796917916908,1.974790080598079,0.37777777777777777,4.302221247017243,0.5598148668625312,0.8575248847295218,2.821128686568684,0.7758103888063882,0.2831858407079646,0.394975775027624,0.4410058027079304
"Charlie McAvoy","D","Boston",0.040957591490521555,-0.040957591490521555,23.570295580060666,1.1445724331164375,0.08927008363008418,1.6358904449126277,2.3794770107820042,0.4074074074074074,4.461519395216258,0.6606526901847477,0.9426651756069218,2.3794770107820042,0.5948692526955011,0.3836477987421384,0.4120534700450915,0.4744525547445255
"Hampus Lindholm","D","Boston",0.04383509582272306,-0.04383509582272306,20.912544514418045,3.6575906382297037,0.0920302024638624,2.376624576938817,0.9506498307755267,0.7142857142857143,3.4857160461769308,1.0043882084987812,0.4129434359757287,1.9012996615510531,0.6337665538503511,0.2887323943661972,0.7086472756142888,0.5816733067729084
"Bowen Byram","D","Buffalo",0.12452402141252011,-0.12452402141252011,20.304782533215544,4.820179208141824,0.11798630500265196,1.9541397520103596,2.3728839845840084,0.45161290322580644,3.349953860589188,0.696102584571285,0.8488458037285319,2.652046806299774,0.13958141085788284,0.3511450381679389,0.4505668861451943,0.5454545454545454
"Brayden Pachal","D","Calgary",0,0,18.49617535281857,3.4332155949040453,0,6.757708010699685,1.6894270026749212,0.8,3.3788540053498424,2.1477378469511677,0.2646146556009798,6.757708010699685,0,0.5,0.8903084622495963,0.5217391304347826
"Joel Hanley","D","Calgary",0.029616124576688985,-0.029616124576688985,20.400068001729235,-0.5082247863398317,0.031446323166458054,1.7627641260712112,0.629558616454004,0.7368421052631579,2.8959696356884184,0.693698451531653,0.41849847936708806,1.3850289561988087,0.3777351698724024,0.24731182795698925,0.6237190845069955,0.5886792452830188
"Kevin Bahl","D","Calgary",0.05605643119076643,-0.05605643119076643,19.006008954041373,2.2519289152821793,0.08644147137665621,1.393710237317882,1.393710237317882,0.5,2.942277167671084,0.5824210981842094,0.6904879965647326,2.4777070885651233,1.0839968512472415,0.2912621359223301,0.4575512113055342,0.49344978165938863
"Jaccob Slavin","D","Carolina",0.056360918985410485,0.09568376525790336,21.918641159856808,2.3936204204237157,0.10997341801681237,2.888849000622963,1.6724915266764522,0.6333333333333333,3.497027737596218,0.9166951664649131,0.5430609147484883,2.2046479215280503,0.5321563948515984,0.34710743801652894,0.6279783165574644,0.5757009345794393
"Jalen Chatfield","D","Carolina",0.04692926490493583,0.054583558138474986,17.612881262643555,3.4407747535384767,0.0967904120105265,1.8272308147813947,1.624205168694573,0.5294117647058824,2.943871868258914,0.6476931076434783,0.5061860303169895,1.2181538765209299,0.30453846913023247,0.358974358974359,0.5613179806580995,0.5782122905027933
"K'Andre Miller","D","Carolina",0.016551419803147553,-0.016551419803147553,22.639741445853776,-3.680122053716148,0.06861702933668723,0.7451533981064832,2.533521553562043,0.22727272727272727,3.576736310911119,0.3993399782033702,0.8646803272578104,2.682552233183339,0.5961227184851865,0.26605504587155965,0.31592845184371476,0.40963855421686746
"Sean Walker","D","Carolina",0.06247959356162237,-0.06247959356162237,18.13881962690682,-2.065297808642801,0.02584824559059572,0,2.224327552827777,0,3.707212588046295,0.16910136550076865,0.8643646084446429,2.224327552827777,0,0.44,0.16362547946808426,0.4883720930232558
"Shayne Gostisbehere","D","Carolina",0.03648196914299622,-0.03648196914299622,17.835695196621966,3.497887844190881,0.08416877997447701,2.1396399306425904,1.7675286383569224,0.5476190476190477,2.7908346921425093,0.7186425111680551,0.5444057094050155,1.3954173460712547,0.3721112922856679,0.3942307692307692,0.5689747227876956,0.5804020100502513
"Alec Martinez","D","Chicago",0.08715137295835537,0.017675160966859633,23.504446426351834,-2.001924833753144,0.08040872211846704,1.9392908776164777,2.4634235472425527,0.44047619047619047,4.297887890933816,0.9365513483832598,0.8525309922436299,3.302035818644273,1.0482653392521502,0.29473684210526313,0.5234814111770254,0.43975155279503103
"Matt Grzelcyk","D","Chicago",0.12594780545598594,-0.12594780545598594,18.814959502516242,7.031826728878914,0.09972385145670311,1.732726878925707,0.8663634394628537,0.6666666666666666,1.732726878925707,0.8165951589431434,0.4322625319349385,1.732726878925707,0.43318171973142683,0.4423076923076923,0.6538736678387982,0.5913978494623656
"TJ Brodie","D","Chicago",0.0448991680219251,-0.0448991680219251,22.491764472112248,-4.315297344902324,0.06072391464401591,2.030675011415831,2.1273738214832516,0.4883720930232558,3.577855972494559,0.6774422897230021,0.6681315178557312,2.417470251685513,0.48349405033710263,0.25287356321839083,0.5034597774625329,0.47480106100795755
"Brad Hunt","D","Colorado",0,0,22.61151917514223,-10.79181790737069,0,0,0,0,0,0,0,0,0,0,0,0
"Brent Burns","D","Colorado",0.14222404713981038,0.006512620786986442,21.07826533502051,3.6500038253267246,0.20429399968587197,2.82599669060914,1.9335766830483587,0.59375,3.867153366096718,0.9418438638839559,0.5931415253825336,2.0823133509751557,0.5949466717071873,0.3383458646616541,0.6135849047618798,0.5927272727272728
"Cale Makar","D","Colorado",0.044457711639586936,0.12555329185036104,20.90147209729981,9.54524064223508,0.1546600458876633,2.5501650523492194,1.5300990314095317,0.625,2.8901870593291155,0.9422291914014709,0.6120226301521339,2.040132041879376,0.6800440139597919,0.4580152671755725,0.6062268535478594,0.6278195488721805
"Devon Toews","D","Colorado",0.0746140237968988,0.07351522720400222,21.251722958092408,5.67569679858656,0.18326335282841172,1.7775510120108124,2.0738095140126145,0.46153846153846156,2.6663265180162186,0.8800917532840814,0.6716106664568634,2.3700680160144163,0.29625850200180204,0.3776223776223776,0.5671781793257833,0.5536332179930796
"Erik Johnson","D","Colorado",0.10337610131615442,0.1320287951056909,20.48139613610903,-2.0094320486767803,0.07840037892366783,2.354048964218453,0.9416195856873814,0.7142857142857143,1.8832391713747627,0.8209775962841402,0.6276896851912389,2.354048964218453,0,0.1746031746031746,0.5667123202009675,0.4431137724550898
"Josh Manson","D","Colorado",0.1382517251394988,-0.1382517251394988,21.292405449132968,-2.246417774528948,0.04372542191569639,2.9751144076113327,1.8594465047570832,0.6153846153846154,2.9751144076113327,0.9008372790738698,0.9310126386718366,1.8594465047570832,0.7437786019028333,0.1891891891891892,0.49176369218197175,0.3644859813084112
"Samuel Girard","D","Colorado",0.06175984670965143,-0.06175984670965143,20.514382802369383,2.98551453415834,0.1067421366681862,1.404220462612629,1.8722939501501719,0.42857142857142855,2.3403674376877146,0.5464541247601973,0.7107916310273794,2.9644654210711052,0.46807348753754296,0.2702702702702703,0.4346438413052203,0.5060240963855421
"Brendan Smith","D","Columbus",0.040252139092196194,-0.040252139092196194,23.33628159011692,-2.4278185861716,0.041578099631334235,1.9409885562549656,3.8819771125099307,0.3333333333333333,3.8819771125099307,0.6846862347544546,1.0195153670059418,3.8819771125099307,1.4557414171912242,0.2222222222222222,0.40176363761610795,0.5
"Damon Severson","D","Columbus",0.06900315967381736,0.03647496387036471,20.237072537929045,2.708784069189712,0.12950374339401513,1.5821718531627311,1.2657374825301848,0.5555555555555556,3.3752999534138266,0.6793480100514451,0.5415955467937379,2.0040843473394596,0.6328687412650925,0.3466666666666667,0.5564122978844527,0.5192878338278932
"Esa Lindell","D","Dallas",0.044756817452465285,-0.044756817452465285,22.2312166673586,-1.4842258714541616,0.07321382356048681,1.7429013082134217,1.6806548329200852,0.509090909090909,3.8592814681868624,0.6365796998798465,0.8932172643858569,2.8633378634934785,0.6224647529333649,0.14893617021276595,0.41612038378269517,0.4463452566096423
"Kyle Capobianco","D","Dallas",0.035201781319628186,-0.035201781319628186,22.53661793966635,-0.9460338920688193,0.07143319008901726,0,7.711421472024692,0,4.6268528832148155,0.64878850676092,2.9104836920306507,9.253705766429631,0,0.23076923076923078,0.1822812278816984,0.43333333333333335
"Miro Heiskanen","D","Dallas",0.06888483464509079,-0.021433911421475434,21.302201485585858,3.2333262601603057,0.12517820194948498,1.7556841592737682,1.470978619932076,0.5441176470588235,3.7486229346656135,0.6650092132541512,0.7489777913772846,2.4199970844043834,0.5219601554597689,0.40611353711790393,0.47030786780638756,0.518925518925519
"Thomas Harley","D","Dallas",0.07809141155762901,-0.008385921127224766,19.781552575145835,1.6342549352538704,0.10314563943673617,2.30028118420334,1.3244043181776808,0.6346153846153846,3.136747069368191,0.7722358774776582,0.5873396064708902,1.6032262798992978,0.4182329425824255,0.4063926940639269,0.5679977953374765,0.5720081135902637
"Erik Gustafsson","D","Detroit",0.21356262429231762,0.9008159548749943,25.647876122299042,-5.182194990077953,0.17557794405539381,1.114378579167312,2.228757158334624,0.3333333333333333,2.228757158334624,0.8983952949690464,0.8171437003901596,1.114378579167312,0,0.6842105263157895,0.5236810689814352,0.5476190476190477
"Justin Holl","D","Detroit",0.011580762106421531,-0.011580762106421531,21.342832572663134,-2.833699903069177,0.09394438917547109,1.4973173064925343,2.3291602545439423,0.391304347826087,2.1627916649336605,0.5334525599042873,0.621160976729724,1.6636858961028158,0.3327371792205632,0.1702127659574468,0.46201827969160625,0.502262443438914
"Brett Kulak","D","Edmonton",0.09508034271109098,0.021727304296199824,18.825693545065008,2.2851449820133047,0.12679785931166143,1.868922352116653,0.9344611760583265,0.6666666666666666,2.219345293138525,0.5722875725521813,0.4714781276667897,2.219345293138525,0.46723058802916323,0.2857142857142857,0.5482912232430338,0.5749128919860628
"Darnell Nurse","D","Edmonton",0.0871590723786787,-0.0871590723786787,19.536502955704876,4.058674199179329,0.12090259507041883,2.9788008671620303,1.9858672447746868,0.6,3.6738544028331703,0.9328935995858202,0.871848838200008,3.1773875916394987,0.7943468979098747,0.27835051546391754,0.5169123194833014,0.455
"Evan Bouchard","D","Edmonton",0.05392418763818779,-0.05392418763818779,20.256871362899933,6.525173113950862,0.10384464612641123,2.5703728825660894,3.212966103207612,0.4444444444444444,4.498152544490657,0.9316959559246625,0.944239296520909,2.662171914086307,0.550794189121305,0.3827751196172249,0.4966567767784378,0.571764705882353
"Mattias Ekholm","D","Edmonton",0.09502752489989857,-0.002778493514728111,20.61404259195212,5.36928094185374,0.07068055189531389,2.6752219101699435,3.3209651298661367,0.4461538461538462,4.4279535064881825,1.0123454133915455,0.9781619646924744,2.8597199729402845,0.4612451569258523,0.3615023474178404,0.5085866169287889,0.5778301886792453
"Aaron Ekblad","D","Florida",0.051099366545923966,0.0056896857867651945,23.271204909514083,-2.564665981671929,0.07815652903116843,2.157983988642188,2.04440588397681,0.5135135135135135,3.407343139961349,0.7694009226138739,0.7300690868902107,2.4987183026383226,0.6814686279922698,0.2930591259640103,0.5131152458783325,0.47007299270072994
"Casey Fitzgerald","D","Florida",0.0010004515301742976,-0.0010004515301742976,19.459636132529393,4.125091205349713,0.07503179576867687,2.4085100689101453,1.2042550344550726,0.6666666666666666,3.612765103365218,0.9194538577492076,0.9681388773530011,3.612765103365218,1.2042550344550726,0,0.48710393966388166,0.5483870967741935
"Gustav Forsling","D","Florida",0.05860491867870182,-0.010742761690826906,23.56529393680841,-2.459554536239231,0.08819193715981073,1.8666241225271216,2.0102105934907466,0.48148148148148145,3.876834716017868,0.6984516397561644,0.8529803734906427,2.153797064454371,0.7657945118059987,0.2936893203883495,0.4501980323936066,0.4818976279650437
"Niko Mikkola","D","Florida",0.0400756208843831,-0.0400756208843831,21.027477787786776,-0.1614437908070472,0.163819764684813,1.9201365430430588,1.7067880382604967,0.5294117647058824,2.133485047825621,0.87219334311178,0.536722608793142,3.200227571738431,1.2800910286953724,0.4375,0.6190527844705943,0.47191011235955055
"Alexander Edler","D","Los Angeles",0.028535021843314776,-0.028535021843314776,24.999065078344714,-11.38168154858462,0.012290590809074476,0.4455059586421972,2.6730357518531833,0.14285714285714285,3.5640476691375778,0.28562052705680385,0.9160657289557025,5.346071503706367,0.8910119172843944,0.4146341463414634,0.23768311040234724,0.3333333333333333
"Cody Ceci","D","Los Angeles",0.014130845819960934,-0.014130845819960934,20.39940029131338,1.0301826087418022,0.07490236484243966,2.2496049800779034,1.9282328400667745,0.5384615384615384,3.53509354012242,0.8213934591493154,0.8637903398052915,2.999473306770538,0.5356202333518818,0.2569832402234637,0.4874206953917202,0.43258426966292135
"Drew Doughty","D","Los Angeles",0.015349400434258352,-0.015349400434258352,24.464647946779568,-6.264468376983862,0.06256551114846506,2.0974507905776045,3.5495321071313306,0.37142857142857144,3.87221684414327,0.7189104027023446,1.0071724974653982,3.7108744756373,0.6453694740238783,0.25688073394495414,0.41649818941632527,0.5109170305676856
"Mikey Anderson","D","Los Angeles",0.01715428127330716,-0.01715428127330716,24.741484197126724,-6.357297943998219,0.06822762852213196,1.9058069359822116,3.118593167970892,0.3793103448275862,4.158124223961189,0.6481295362795989,1.017142155501819,3.9848690479628064,0.8662758799919144,0.24271844660194175,0.38920347921501314,0.5117370892018779
"Brock Faber","D","Minnesota",0.05187957711113668,-0.05187957711113668,19.347625455866616,0.06665598091126758,0.06196003543027761,1.5207840486650857,1.5207840486650857,0.5,2.0277120648867806,0.6271890447325182,0.5555251910808837,2.0277120648867806,0.25346400811084757,0.4177215189873418,0.5302963520187732,0.5223880597014925
"Jack Johnson","D","Minnesota",0.00866169495789441,-0.00866169495789441,22.484022183469985,-6.5071882005876285,0,0,2.460226340823353,0,2.460226340823353,0.29435331272609727,0.5623750045199942,1.4761358044940116,0,0.10344827586206896,0.3435783629427362,0.35064935064935066
"Jacob Middleton","D","Minnesota",0.06733290895831684,-0.06733290895831684,22.549630269280694,-4.748150060872629,0.0851435729799507,1.6138793625176506,2.0173492031470635,0.4444444444444444,3.026023804720595,0.6112074343834631,0.5883904871264413,1.815614282832357,0.8069396812588253,0.2828282828282828,0.5095102479121932,0.4630541871921182
"Jared Spurgeon","D","Minnesota",0.03362178851496404,-0.03362178851496404,23.39285692148375,-2.341189354415221,0.1091322562131115,1.628121272422,2.2386667495802497,0.42105263157894735,3.0527273857912496,0.5199463723304555,0.6414776506758143,2.0351515905274997,0.4070303181055,0.3333333333333333,0.4476800565779658,0.5047619047619047
"Jon Merrill","D","Minnesota",0.04019349003059928,-0.04019349003059928,21.863364846019742,-3.367761048675775,0.02885773278793431,0.7916959887403249,1.5833919774806497,0.3333333333333333,2.3750879662209745,0.31342139599660035,0.5240617909801005,1.5833919774806497,0,0.32,0.3742420156851696,0.5
"Jonas Brodin","D","Minnesota",0.050242100662597086,-0.050242100662597086,21.18493263310604,-0.5729772988293816,0.0699694593116843,1.5650586172417305,1.2172678134102346,0.5625,2.086744822988974,0.7421262807295899,0.49009544337806604,1.7389540191574782,0,0.27102803738317754,0.6022668373802768,0.5087719298245614
"Zach Bogosian","D","Minnesota",0.07314875967469757,-0.07314875967469757,13.843741665010006,4.66553794418677,0.08380069687510039,2.876778008630343,1.4383890043151717,0.6666666666666666,2.1575835064727573,0.9108412616322253,0.8101075270457466,1.0787917532363787,0.35959725107879287,0.425,0.5292669181236538,0.6774193548387096
"Noah Dobson","D","Montreal",0.08927832172672982,-0.08927832172672982,24.845662632345082,1.1624480433762396,0.1384134743329107,3.5596296123958866,2.5126797263970966,0.5862068965517241,1.8845097947978222,0.8966522911054063,0.7422803620809603,2.9314596807966127,0.6281699315992741,0.46601941747572817,0.5470952631044115,0.543778801843318
"Adam Pelech","D","NY Islanders",0.06712353149617074,0.11141158784959747,26.378861448650028,-3.972539859983289,0.07236399051290326,3.392167267569596,2.499491670840755,0.5757575757575758,4.641913102989974,0.7192959032191945,0.6531589859308583,2.320956551494987,0.1785351193457682,0.2972972972972973,0.5240943865664299,0.48945147679324896
"Alexander Romanov","D","NY Islanders",0.00014580902236938713,-0.00014580902236938713,25.058173636258623,-3.361463207216509,0.03764566265891903,1.6077314016738258,2.572370242678121,0.38461538461538464,3.5370090836824164,1.0122809055875364,1.046562836741291,4.1801016443519465,0.3215462803347651,0.2923076923076923,0.4916744698859523,0.4444444444444444
"Ryan Pulock","D","NY Islanders",0.06443817356238818,0.0979873813915914,24.917944185871402,-3.074146259089101,0.1606943084021262,1.9491066594477549,2.7612344342176525,0.41379310344827586,4.872766648619387,0.7864771049128602,0.9919342326424404,3.73578776394153,0.6497022198159182,0.2589928057553957,0.44223576869117,0.4085603112840467
"Samuel Bolduc","D","NY Islanders",0.026875023133385325,-0.026875023133385325,26.838900850478392,-4.208313938942573,0,4.309484856949045,5.7459798092653935,0.42857142857142855,5.7459798092653935,1.512703300904835,2.241273747865517,5.7459798092653935,1.4364949523163484,0.5714285714285714,0.40296018895489366,0.5384615384615384
"Scott Mayfield","D","NY Islanders",0.024088642392042073,-0.024088642392042073,25.161428393813612,-5.883178114606359,0.04368456763974233,0.797280388009789,1.1959205820146834,0.4,3.9864019400489448,0.4015306072201205,0.6863617556733351,3.189121552039156,0.5979602910073417,0.27058823529411763,0.3690903814713561,0.38235294117647056
"Sebastian Aho","D","NY Islanders",0.027614714790521397,-0.027614714790521397,24.175301090803185,-4.607099769842713,0.04061797261971206,1.3136480736810614,1.3136480736810614,0.5,4.203673835779397,0.4422767854652989,0.8332864566960483,3.9409442210431846,0.5254592294724246,0.29508196721311475,0.34673058210417995,0.39880952380952384
